iddomicilio;calle;altura;entrecalle1;entrecalle2;idbarrio
1561;AV 27 DE FEBRERO    ;3868;AV ASAMBLEA         ;AV CORDOBA          ;11
1562;AV CNL CARDENAS     ;1606;AV ASTURIAS         ;AV CORDOBA          ;14
1563;AV COMODORO PY      ;3303;AV CNL DIAZ         ;AV ADOLFO BERRO     ;11
1564;AV ALBARELLOS       ;4471;AV DE LA RABIDA     ;AV DERQUI           ;10
1565;AV BELISARIO ROLDAN ;1700;AV CURAPALIGUE      ;AV ASAMBLEA         ;11
1566;AV DE LOS CORRALES  ;1769;AV CHORROARIN       ;AV DE LOS CORRALES  ;12
1567;AV CNL CARDENAS     ;4308;AV DIAZ VELEZ       ;AV CASEROS          ;1
1568;AV ALVAREZ JONTE BAJ;1435;AV DEL LIBERTADOR   ;AV ADOLFO BERRO     ;12
1569;AV AVELLANEDA       ;4562;AV BELGRANO         ;AV CARABOBO         ;5
1570;AV ASTURIAS         ;2096;AV CNL DIAZ         ;AV CORDOBA          ;14
1571;AV DE LOS INMIGRANTE;3757;AV DEL FOMENTISTA   ;AV CORBETA URUGUAY  ;12
1572;AV CRISOLOGO LARRALD;4344;AV 27 DE FEBRERO    ;AV DE LOS INCAS     ;6
1573;AV DE LOS CORRALES  ;822;AV BELGRANO         ;AV ALBARELLOS       ;10
1574;AV ALVEAR           ;1543;AV CNL ROCA         ;AV CORBETA URUGUAY  ;12
1575;AV CABILDO          ;1698;AV DEL CAMPO        ;AV CANONIGO MIGUEL C;5
1576;AV CARLOS J FINLAY  ;3259;AV BOYACA           ;AV CNL NICETO VEGA  ;5
1577;AV DE LA RABIDA     ;4630;AV CNL CARDENAS     ;AV DE LA RABIDA     ;6
1578;AV CANONIGO MIGUEL C;2677;AV CORRIENTES       ;AV COMODORO PY      ;4
1579;AV ADOLFO BERRO     ;60;AV 9 DE JULIO       ;AV CURAPALIGUE      ;3
1580;AV CRISOLOGO LARRALD;4715;AV CASEROS          ;AV CHORROARIN       ;2
1581;AV ALMAFUERTE       ;4246;AV CDORO MARTIN RIVA;AV ALVAREZ JONTE BAJ;7
1582;AV BOEDO            ;636;AV DEL FOMENTISTA   ;AV COSTANERA RAFAEL ;8
1583;AV CORDOBA          ;2840;AV DIRECTORIO       ;AV CABILDO          ;13
1584;AV CANONIGO MIGUEL C;950;AV ALMAFUERTE       ;AV ALMTE BROWN      ;14
1585;AV ADOLFO BERRO     ;2302;AV ADOLFO BERRO     ;AV DERQUI           ;4
1586;AV 27 DE FEBRERO    ;2052;AV DE LOS INCAS     ;AV DE LOS ITALIANOS ;3
1587;AV DEL CAMPO        ;379;AV CDORO MARTIN RIVA;AV DEL BARCO CENTENE;5
1588;AV DIRECTORIO       ;3661;AV DE LOS INCAS     ;AV COBO             ;11
1589;AV CARLOS J FINLAY  ;1711;AV ADOLFO BERRO     ;AV DE LOS ITALIANOS ;9
1590;AV ASTURIAS         ;2157;AV CABILDO          ;AV AMANCIO ALCORTA  ;9
1591;AV CURAPALIGUE      ;3847;AV ALVEAR           ;AV ASAMBLEA         ;9
1592;AV COLOMBIA         ;2667;AV 9 DE JULIO       ;AV CNL CARDENAS     ;11
1593;AV CRISOLOGO LARRALD;4040;AV DE MAYO          ;AV ADOLFO BERRO     ;9
1594;AV BOYACA           ;3088;AV CDORO MARTIN RIVA;AV DEL FOMENTISTA   ;12
1595;AV AMANCIO ALCORTA  ;2485;AV CORRIENTES       ;AV CRISOLOGO LARRALD;9
1596;AV CORDOBA          ;1392;AV DE LA RABIDA     ;AV DE LA RABIDA     ;1
1597;AV CURAPALIGUE      ;2743;AV DARACT           ;AV DE LOS CONSTITUYE;14
1598;AV DE LOS INMIGRANTE;4322;AV CNL DIAZ         ;AV CARABOBO         ;8
1599;AV COSTANERA RAFAEL ;3242;AV CDORO MARTIN RIVA;AV CHORROARIN       ;7
1600;AV CANONIGO MIGUEL C;780;AV DE LOS INMIGRANTE;AV CHICLANA         ;5
1601;AV COLOMBIA         ;1829;AV AVELLANEDA       ;AV CHORROARIN       ;3
1602;AV COBO             ;2235;AV CARLOS J FINLAY  ;AV CNL ROCA         ;6
1603;AV DE LOS ITALIANOS ;1384;AV CORRIENTES       ;AV CURAPALIGUE      ;6
1604;AV CALLAO           ;2618;AV ADOLFO BERRO     ;AV CABILDO          ;10
1605;AV BOYACA           ;286;AV CORDOBA          ;AV DE MAYO          ;4
1606;AV CABILDO          ;3777;AV CASEROS          ;AV ALVAREZ THOMAS   ;1
1607;AV BRUIX            ;338;AV DE LOS INCAS     ;AV BOEDO            ;1
1608;AV DEL FOMENTISTA   ;3222;AV CALLAO           ;AV CASARES          ;13
1609;AV ADOLFO BERRO     ;2250;AV CRISOLOGO LARRALD;AV COSTANERA INT HER;13
1610;AV CORRIENTES       ;1632;AV CNL ROCA         ;AV COLOMBIA         ;3
1611;AV 9 DE JULIO       ;3087;AV CORBETA URUGUAY  ;AV 27 DE FEBRERO    ;4
1612;AV ALMAFUERTE       ;2421;AV CNL ROCA         ;AV COSTANERA INT HER;6
1613;AV CARLOS J FINLAY  ;865;AV CORRIENTES       ;AV ALVAREZ JONTE BAJ;1
1614;AV ALVEAR           ;4800;AV CALLAO           ;AV DE LOS INMIGRANTE;6
1615;AV ALVEAR           ;4448;AV ASTURIAS         ;AV CARLOS J FINLAY  ;2
1616;AV ARGENTINA        ;2997;AV ALVAREZ JONTE BAJ;AV 9 DE JULIO       ;4
1617;AV DE LA RABIDA     ;3100;AV CHORROARIN       ;AV DEL BARCO CENTENE;1
1618;AV CORDOBA          ;179;AV ASTURIAS         ;AV AVELLANEDA       ;13
1619;AV 9 DE JULIO       ;425;AV CABILDO          ;AV DE LOS INCAS     ;11
1620;AV COSTANERA RAFAEL ;822;AV COSTANERA INT HER;AV ALBARELLOS       ;14
1621;AV CALLAO           ;4968;AV ALVEAR           ;AV CARABOBO         ;13
1622;AV DEL CAMPO        ;2077;AV CORBETA URUGUAY  ;AV DARACT           ;1
1623;AV BELGRANO         ;1823;AV ALVAREZ JONTE    ;AV DEL FOMENTISTA   ;11
1624;AV DE LOS CORRALES  ;2600;AV BOEDO            ;AV BELGRANO         ;7
1625;AV BELISARIO ROLDAN ;4095;AV DEL FOMENTISTA   ;AV CDORO MARTIN RIVA;8
1626;AV DEL LIBERTADOR   ;550;AV ALVEAR           ;AV DERQUI           ;4
1627;AV DERQUI           ;4880;AV BOYACA           ;AV DERQUI           ;14
1628;AV BOYACA           ;4748;AV ALVEAR           ;AV COBO             ;4
1629;AV CORBETA URUGUAY  ;3447;AV DE LOS INMIGRANTE;AV CARLOS J FINLAY  ;14
1630;AV ALVAREZ THOMAS   ;1038;AV AVELLANEDA       ;AV DIRECTORIO       ;14
1631;AV CRISOLOGO LARRALD;671;AV CDORO MARTIN RIVA;AV CNL DIAZ         ;5
1632;AV ALMTE BROWN      ;1203;AV CDORO MARTIN RIVA;AV CHORROARIN       ;7
1633;AV ADOLFO BERRO     ;597;AV DEL LIBERTADOR   ;AV ALMTE BROWN      ;8
1634;AV COSTANERA RAFAEL ;10;AV CNL ROCA         ;AV DE LOS INCAS     ;6
1635;AV COSTANERA RAFAEL ;2606;AV ARGENTINA        ;AV CANONIGO MIGUEL C;4
1636;AV DEL BARCO CENTENE;381;AV ASAMBLEA         ;AV 27 DE FEBRERO    ;2
1637;AV AMANCIO ALCORTA  ;808;AV COBO             ;AV DE LOS CORRALES  ;6
1638;AV 27 DE FEBRERO    ;1553;AV CURAPALIGUE      ;AV CASARES          ;8
1639;AV CABILDO          ;4130;AV DE LOS INCAS     ;AV AMANCIO ALCORTA  ;2
1640;AV DE LOS ITALIANOS ;4760;AV COMODORO PY      ;AV AVELLANEDA       ;6
1641;AV CARABOBO         ;4264;AV COSTANERA INT HER;AV AVELLANEDA       ;7
1642;AV ALVAREZ JONTE    ;1376;AV CHICLANA         ;AV DE LAS CABALLERIZ;10
1643;AV CASARES          ;41;AV DE LAS CABALLERIZ;AV CALLAO           ;12
1644;AV DE LAS CABALLERIZ;4179;AV ALVAREZ JONTE    ;AV BOEDO            ;13
1645;AV DEL LIBERTADOR   ;89;AV CNL NICETO VEGA  ;AV ALVAREZ JONTE BAJ;3
1646;AV ARGENTINA        ;1987;AV ASTURIAS         ;AV CRISOLOGO LARRALD;10
1647;AV CARABOBO         ;3928;AV DEL CAMPO        ;AV CURAPALIGUE      ;8
1648;AV CURAPALIGUE      ;3167;AV CARLOS J FINLAY  ;AV COSTANERA INT HER;11
1649;AV CASEROS          ;3845;AV COMODORO PY      ;AV DERQUI           ;2
1650;AV COBO             ;3553;AV ALMAFUERTE       ;AV ALVEAR           ;12
1651;AV BOEDO            ;1968;AV COSTANERA RAFAEL ;AV DIRECTORIO       ;3
1652;AV COSTANERA RAFAEL ;1823;AV DE MAYO          ;AV BELGRANO         ;9
1653;AV ALVAREZ JONTE    ;2962;AV COMODORO PY      ;AV ASAMBLEA         ;13
1654;AV CNL ROCA         ;3291;AV CARLOS J FINLAY  ;AV BOYACA           ;14
1655;AV DIRECTORIO       ;3027;AV DE LA RABIDA     ;AV ASAMBLEA         ;5
1656;AV ALVAREZ THOMAS   ;566;AV DE MAYO          ;AV ALVAREZ THOMAS   ;8
1657;AV CARABOBO         ;4456;AV ALVAREZ JONTE BAJ;AV CARLOS J FINLAY  ;9
1658;AV DE MAYO          ;4260;AV DIAZ VELEZ       ;AV BOYACA           ;4
1659;AV DE LOS CORRALES  ;1113;AV ALMTE BROWN      ;AV ALVAREZ THOMAS   ;6
1660;AV DEL CAMPO        ;220;AV DARACT           ;AV COBO             ;7
1661;AV ASTURIAS         ;3316;AV DIAZ VELEZ       ;AV ASAMBLEA         ;2
1662;AV CARLOS J FINLAY  ;3787;AV CORRIENTES       ;AV AMANCIO ALCORTA  ;13
1663;AV DEL FOMENTISTA   ;893;AV CARLOS J FINLAY  ;AV ALVAREZ JONTE    ;2
1664;AV ASTURIAS         ;3978;AV BELISARIO ROLDAN ;AV ALVEAR           ;12
1665;AV ALVAREZ JONTE    ;2699;AV CNL ROCA         ;AV ALMAFUERTE       ;10
1666;AV CABILDO          ;3830;AV AMANCIO ALCORTA  ;AV CARLOS J FINLAY  ;13
1667;AV AVELLANEDA       ;3942;AV DE LOS INCAS     ;AV BELISARIO ROLDAN ;6
1668;AV DE LOS ITALIANOS ;1639;AV ARGENTINA        ;AV DARACT           ;2
1669;AV COSTANERA INT HER;634;AV DEL CAMPO        ;AV CORRIENTES       ;7
1670;AV ALVAREZ JONTE BAJ;1572;AV ALVAREZ THOMAS   ;AV CNL ROCA         ;9
1671;AV ALVAREZ JONTE BAJ;2755;AV COMODORO PY      ;AV BOEDO            ;7
1672;AV ALBARELLOS       ;2704;AV ALMAFUERTE       ;AV AMANCIO ALCORTA  ;14
1673;AV BOYACA           ;3474;AV DE LA RABIDA     ;AV DE LA RABIDA     ;10
1674;AV DE MAYO          ;4931;AV CNL CARDENAS     ;AV COSTANERA RAFAEL ;6
1675;AV ASAMBLEA         ;1028;AV BELGRANO         ;AV COMODORO PY      ;14
1676;AV CNL CARDENAS     ;2091;AV DE LA RABIDA     ;AV DE LOS INMIGRANTE;11
1677;AV COBO             ;3952;AV CASARES          ;AV ALMTE BROWN      ;9
1678;AV BELISARIO ROLDAN ;4393;AV CRISOLOGO LARRALD;AV DERQUI           ;12
1679;AV CASARES          ;1788;AV CNL CARDENAS     ;AV ARGENTINA        ;14
1680;AV DE LOS ITALIANOS ;342;AV ALVAREZ JONTE BAJ;AV DARACT           ;11
1681;AV BELISARIO ROLDAN ;701;AV CARABOBO         ;AV DE LOS ITALIANOS ;7
1682;AV DERQUI           ;4127;AV DE LA RABIDA     ;AV CALLAO           ;10
1683;AV BRUIX            ;1237;AV DIAZ VELEZ       ;AV ADOLFO BERRO     ;2
1684;AV ALMTE BROWN      ;1310;AV DE LOS CONSTITUYE;AV ALVAREZ JONTE BAJ;1
1685;AV ALVAREZ JONTE BAJ;3387;AV 9 DE JULIO       ;AV DE LOS CORRALES  ;11
1686;AV DE LA RABIDA     ;2769;AV DE MAYO          ;AV CORRIENTES       ;6
1687;AV CARLOS J FINLAY  ;1791;AV ALVEAR           ;AV CORBETA URUGUAY  ;2
1688;AV AVELLANEDA       ;4003;AV CNL CARDENAS     ;AV ASTURIAS         ;4
1689;AV DEL LIBERTADOR   ;3955;AV COLOMBIA         ;AV COSTANERA RAFAEL ;8
1690;AV DE LOS CORRALES  ;1488;AV ASAMBLEA         ;AV AMANCIO ALCORTA  ;8
1691;AV 9 DE JULIO       ;2791;AV BELGRANO         ;AV DE LOS INCAS     ;12
1692;AV ALVAREZ THOMAS   ;2888;AV DARACT           ;AV COSTANERA INT HER;1
1693;AV DEL CAMPO        ;4571;AV BOYACA           ;AV CORRIENTES       ;2
1694;AV CASARES          ;1277;AV DERQUI           ;AV DE LAS CABALLERIZ;3
1695;AV CASARES          ;1990;AV DE LOS INMIGRANTE;AV ALMAFUERTE       ;9
1696;AV AMANCIO ALCORTA  ;3351;AV AVELLANEDA       ;AV DE LOS ITALIANOS ;13
1697;AV COSTANERA INT HER;176;AV CASARES          ;AV BOYACA           ;8
1698;AV DE LAS CABALLERIZ;3201;AV DE LA RABIDA     ;AV CHORROARIN       ;13
1699;AV CORRIENTES       ;3691;AV COBO             ;AV DE LA RABIDA     ;5
1700;AV CNL CARDENAS     ;1711;AV CARLOS J FINLAY  ;AV BELGRANO         ;9
1701;AV CANONIGO MIGUEL C;3331;AV DARACT           ;AV COBO             ;13
1702;AV CORRIENTES       ;3825;AV DE LOS INCAS     ;AV DEL CAMPO        ;1
1703;AV DE LOS ITALIANOS ;4951;AV COLOMBIA         ;AV DEL LIBERTADOR   ;14
1704;AV COBO             ;3358;AV CANONIGO MIGUEL C;AV CARLOS J FINLAY  ;3
1705;AV ALVAREZ THOMAS   ;2177;AV CNL DIAZ         ;AV 27 DE FEBRERO    ;1
1706;AV COSTANERA RAFAEL ;3751;AV CNL ROCA         ;AV CNL ROCA         ;5
1707;AV ALVAREZ THOMAS   ;2469;AV BOYACA           ;AV CHICLANA         ;8
1708;AV CARLOS J FINLAY  ;4762;AV DARACT           ;AV DE LOS INCAS     ;11
1709;AV DE LOS CORRALES  ;3758;AV 9 DE JULIO       ;AV DE LOS INCAS     ;3
1710;AV DARACT           ;3107;AV DE LAS CABALLERIZ;AV CORRIENTES       ;13
1711;AV DEL BARCO CENTENE;3670;AV COBO             ;AV 9 DE JULIO       ;2
1712;AV CANONIGO MIGUEL C;2632;AV DE LA RABIDA     ;AV CORBETA URUGUAY  ;12
1713;AV CANONIGO MIGUEL C;3540;AV 9 DE JULIO       ;AV CASARES          ;11
1714;AV DEL CAMPO        ;2260;AV DE LOS ITALIANOS ;AV ALMAFUERTE       ;12
1715;AV CNL NICETO VEGA  ;780;AV 27 DE FEBRERO    ;AV CHICLANA         ;11
1716;AV ALBARELLOS       ;1823;AV CORRIENTES       ;AV DEL BARCO CENTENE;10
1717;AV COMODORO PY      ;2311;AV COMODORO PY      ;AV ALBARELLOS       ;10
1718;AV CURAPALIGUE      ;2313;AV CABILDO          ;AV ASAMBLEA         ;12
1719;AV CRISOLOGO LARRALD;4353;AV BELGRANO         ;AV ALVAREZ JONTE BAJ;6
1720;AV DE LOS CORRALES  ;779;AV COLOMBIA         ;AV BELGRANO         ;7
1721;AV DE LOS INCAS     ;3208;AV CORBETA URUGUAY  ;AV COBO             ;13
1722;AV DE LOS INCAS     ;2824;AV DE LOS CORRALES  ;AV ALVAREZ THOMAS   ;3
1723;AV CORDOBA          ;1041;AV CORRIENTES       ;AV DEL FOMENTISTA   ;4
1724;AV COMODORO PY      ;1304;AV BRUIX            ;AV BELGRANO         ;13
1725;AV CHORROARIN       ;4098;AV CARABOBO         ;AV CORBETA URUGUAY  ;8
1726;AV COMODORO PY      ;3103;AV CDORO MARTIN RIVA;AV AMANCIO ALCORTA  ;3
1727;AV CDORO MARTIN RIVA;2074;AV ALVAREZ JONTE    ;AV DEL BARCO CENTENE;5
1728;AV ALVAREZ JONTE    ;1152;AV ALVAREZ JONTE    ;AV BOYACA           ;4
1729;AV ALVAREZ THOMAS   ;1492;AV ASAMBLEA         ;AV CORBETA URUGUAY  ;4
1730;AV COBO             ;4161;AV DEL FOMENTISTA   ;AV DARACT           ;14
1731;AV CARABOBO         ;518;AV CHICLANA         ;AV CHORROARIN       ;2
1732;AV DEL FOMENTISTA   ;1071;AV ARGENTINA        ;AV ASAMBLEA         ;9
1733;AV COSTANERA RAFAEL ;3114;AV 27 DE FEBRERO    ;AV ALVAREZ JONTE BAJ;1
1734;AV BOYACA           ;3885;AV DE LOS INMIGRANTE;AV DEL BARCO CENTENE;5
1735;AV BELISARIO ROLDAN ;1523;AV CRISOLOGO LARRALD;AV CORBETA URUGUAY  ;11
1736;AV COSTANERA RAFAEL ;933;AV BRUIX            ;AV DE LOS CONSTITUYE;14
1737;AV DE LOS INMIGRANTE;970;AV BOYACA           ;AV COSTANERA RAFAEL ;5
1738;AV DARACT           ;3559;AV CNL NICETO VEGA  ;AV CDORO MARTIN RIVA;11
1739;AV DIAZ VELEZ       ;990;AV DE LOS CORRALES  ;AV DE LOS INCAS     ;11
1740;AV DEL LIBERTADOR   ;4812;AV BELGRANO         ;AV CHORROARIN       ;4
1741;AV ALVEAR           ;1944;AV BELGRANO         ;AV DIAZ VELEZ       ;11
1742;AV DE LA RABIDA     ;2120;AV DE LOS INCAS     ;AV ALVAREZ JONTE    ;10
1743;AV BOYACA           ;1387;AV CASARES          ;AV CHICLANA         ;10
1744;AV DE LA RABIDA     ;2342;AV CORBETA URUGUAY  ;AV DE LOS INCAS     ;2
1745;AV COMODORO PY      ;238;AV DEL BARCO CENTENE;AV ASTURIAS         ;12
1746;AV DE LOS INMIGRANTE;4980;AV CARLOS J FINLAY  ;AV DEL FOMENTISTA   ;2
1747;AV CORRIENTES       ;2396;AV DIAZ VELEZ       ;AV ADOLFO BERRO     ;1
1748;AV COMODORO PY      ;2698;AV COLOMBIA         ;AV CASARES          ;6
1749;AV ALVEAR           ;4109;AV BRUIX            ;AV DERQUI           ;12
1750;AV BRUIX            ;896;AV ALBARELLOS       ;AV DE LOS INCAS     ;5
1751;AV DEL FOMENTISTA   ;126;AV DIRECTORIO       ;AV CRISOLOGO LARRALD;5
1752;AV DE LOS INCAS     ;4731;AV 27 DE FEBRERO    ;AV DE LOS CONSTITUYE;13
1753;AV BOYACA           ;2480;AV ALBARELLOS       ;AV DIAZ VELEZ       ;6
1754;AV ALVAREZ JONTE BAJ;1838;AV AMANCIO ALCORTA  ;AV CNL ROCA         ;1
1755;AV BOYACA           ;1421;AV CNL NICETO VEGA  ;AV DE LOS CORRALES  ;13
1756;AV ASTURIAS         ;1834;AV CABILDO          ;AV ADOLFO BERRO     ;12
1757;AV ARGENTINA        ;3195;AV BELGRANO         ;AV DE LOS INCAS     ;13
1758;AV DEL FOMENTISTA   ;2121;AV COSTANERA INT HER;AV ALVEAR           ;8
1759;AV CASARES          ;445;AV ADOLFO BERRO     ;AV DE LA RABIDA     ;9
1760;AV CORBETA URUGUAY  ;4053;AV DE LA RABIDA     ;AV BOEDO            ;4
1761;AV CARABOBO         ;4789;AV CASARES          ;AV DEL CAMPO        ;12
1762;AV CORDOBA          ;3815;AV AVELLANEDA       ;AV COSTANERA RAFAEL ;6
1763;AV ALMAFUERTE       ;153;AV AVELLANEDA       ;AV DEL BARCO CENTENE;13
1764;AV COMODORO PY      ;1335;AV DE LAS CABALLERIZ;AV BOEDO            ;12
1765;AV DIRECTORIO       ;2494;AV ALMAFUERTE       ;AV CNL CARDENAS     ;2
1766;AV BOYACA           ;2193;AV CHICLANA         ;AV CORBETA URUGUAY  ;9
1767;AV ALVAREZ JONTE BAJ;589;AV DIAZ VELEZ       ;AV DE LOS INMIGRANTE;5
1768;AV ARGENTINA        ;4880;AV DE LOS CORRALES  ;AV CALLAO           ;5
1769;AV DIAZ VELEZ       ;1432;AV CASEROS          ;AV DE LOS CORRALES  ;10
1770;AV DE LOS CORRALES  ;3976;AV AVELLANEDA       ;AV CDORO MARTIN RIVA;13
1771;AV CHICLANA         ;1905;AV ASTURIAS         ;AV ALBARELLOS       ;8
1772;AV DE LOS ITALIANOS ;3127;AV 27 DE FEBRERO    ;AV COBO             ;14
1773;AV CNL CARDENAS     ;2286;AV DIRECTORIO       ;AV CNL ROCA         ;3
1774;AV COSTANERA INT HER;4628;AV CANONIGO MIGUEL C;AV DE MAYO          ;3
1775;AV ASTURIAS         ;2963;AV COSTANERA INT HER;AV DIAZ VELEZ       ;8
1776;AV CNL NICETO VEGA  ;1815;AV DE LA RABIDA     ;AV CURAPALIGUE      ;9
1777;AV CNL CARDENAS     ;4994;AV DEL CAMPO        ;AV CORBETA URUGUAY  ;9
1778;AV COSTANERA INT HER;3054;AV BRUIX            ;AV DE MAYO          ;4
1779;AV BOEDO            ;2707;AV CNL NICETO VEGA  ;AV ASAMBLEA         ;10
1780;AV CABILDO          ;4797;AV DE LOS ITALIANOS ;AV CRISOLOGO LARRALD;9
1781;AV DEL LIBERTADOR   ;1402;AV CABILDO          ;AV CHICLANA         ;12
1782;AV AMANCIO ALCORTA  ;4942;AV CABILDO          ;AV BRUIX            ;2
1783;AV CASEROS          ;3526;AV AVELLANEDA       ;AV AMANCIO ALCORTA  ;10
1784;AV 27 DE FEBRERO    ;1247;AV DE LOS CORRALES  ;AV CORRIENTES       ;7
1785;AV ALVAREZ JONTE BAJ;3401;AV COMODORO PY      ;AV DE LAS CABALLERIZ;10
1786;AV CORDOBA          ;3613;AV CRISOLOGO LARRALD;AV CNL NICETO VEGA  ;9
1787;AV CURAPALIGUE      ;2224;AV CNL DIAZ         ;AV ADOLFO BERRO     ;6
1788;AV CNL CARDENAS     ;3100;AV COLOMBIA         ;AV DEL LIBERTADOR   ;3
1789;AV CABILDO          ;4320;AV ALVAREZ THOMAS   ;AV DE LOS ITALIANOS ;7
1790;AV CORDOBA          ;1137;AV CASARES          ;AV CNL CARDENAS     ;10
1791;AV CARLOS J FINLAY  ;2943;AV ALVAREZ JONTE BAJ;AV CDORO MARTIN RIVA;1
1792;AV DIAZ VELEZ       ;2515;AV ASAMBLEA         ;AV DE LAS CABALLERIZ;10
1793;AV ALVAREZ JONTE BAJ;3864;AV AVELLANEDA       ;AV ALVAREZ THOMAS   ;14
1794;AV CORRIENTES       ;2189;AV DE LOS CONSTITUYE;AV DE MAYO          ;6
1795;AV CARLOS J FINLAY  ;1936;AV ALVAREZ JONTE    ;AV DEL BARCO CENTENE;11
1796;AV CORRIENTES       ;1765;AV ALBARELLOS       ;AV ASAMBLEA         ;2
1797;AV DE LOS INMIGRANTE;1574;AV DIAZ VELEZ       ;AV CASARES          ;4
1798;AV CANONIGO MIGUEL C;488;AV DE LOS INCAS     ;AV CURAPALIGUE      ;11
1799;AV CARABOBO         ;2986;AV ALMAFUERTE       ;AV ARGENTINA        ;11
1800;AV CRISOLOGO LARRALD;3471;AV ASAMBLEA         ;AV ASTURIAS         ;1
1801;AV CABILDO          ;1044;AV CASEROS          ;AV DIRECTORIO       ;9
1802;AV 9 DE JULIO       ;3068;AV CASARES          ;AV ALVAREZ THOMAS   ;5
1803;AV COSTANERA RAFAEL ;827;AV AMANCIO ALCORTA  ;AV CDORO MARTIN RIVA;5
1804;AV CNL ROCA         ;4424;AV CHORROARIN       ;AV COMODORO PY      ;14
1805;AV 27 DE FEBRERO    ;911;AV CORDOBA          ;AV CNL CARDENAS     ;1
1806;AV DE LOS ITALIANOS ;2664;AV COMODORO PY      ;AV DEL CAMPO        ;14
1807;AV BELISARIO ROLDAN ;1254;AV ASAMBLEA         ;AV DIRECTORIO       ;10
1808;AV BOYACA           ;4979;AV BELGRANO         ;AV DEL FOMENTISTA   ;1
1809;AV BOEDO            ;4310;AV DERQUI           ;AV DE LOS CONSTITUYE;10
1810;AV BOEDO            ;3855;AV BOYACA           ;AV DEL CAMPO        ;8
1811;AV CANONIGO MIGUEL C;4074;AV BELISARIO ROLDAN ;AV DIAZ VELEZ       ;14
1812;AV CANONIGO MIGUEL C;4528;AV CHICLANA         ;AV DE MAYO          ;8
1813;AV ALVAREZ THOMAS   ;3685;AV CARLOS J FINLAY  ;AV COBO             ;9
1814;AV BRUIX            ;4906;AV CALLAO           ;AV BRUIX            ;7
1815;AV COBO             ;3111;AV ALVAREZ JONTE    ;AV CNL CARDENAS     ;5
1816;AV CORDOBA          ;3125;AV AVELLANEDA       ;AV CRISOLOGO LARRALD;8
1817;AV DEL FOMENTISTA   ;2590;AV 27 DE FEBRERO    ;AV DEL FOMENTISTA   ;7
1818;AV CARLOS J FINLAY  ;33;AV CNL CARDENAS     ;AV DIRECTORIO       ;3
1819;AV CNL DIAZ         ;4485;AV DE LOS CONSTITUYE;AV CNL NICETO VEGA  ;11
1820;AV BOYACA           ;4642;AV BOEDO            ;AV COLOMBIA         ;4
1821;AV CASARES          ;700;AV COSTANERA INT HER;AV CNL DIAZ         ;1
1822;AV DE MAYO          ;3400;AV CASEROS          ;AV CALLAO           ;14
1823;AV CDORO MARTIN RIVA;3132;AV BELISARIO ROLDAN ;AV DIAZ VELEZ       ;7
1824;AV DIAZ VELEZ       ;360;AV COMODORO PY      ;AV BELGRANO         ;10
1825;AV ALVAREZ THOMAS   ;4249;AV ALVAREZ JONTE BAJ;AV CNL DIAZ         ;14
1826;AV BOYACA           ;2822;AV DE MAYO          ;AV DE LAS CABALLERIZ;13
1827;AV COLOMBIA         ;3243;AV CHORROARIN       ;AV CNL NICETO VEGA  ;13
1828;AV CRISOLOGO LARRALD;668;AV CALLAO           ;AV CALLAO           ;9
1829;AV CNL ROCA         ;3551;AV 9 DE JULIO       ;AV CABILDO          ;2
1830;AV ASAMBLEA         ;4999;AV DIAZ VELEZ       ;AV DEL FOMENTISTA   ;11
1831;AV ASAMBLEA         ;4784;AV CNL ROCA         ;AV CHORROARIN       ;9
1832;AV ALMTE BROWN      ;4871;AV DE MAYO          ;AV CASEROS          ;11
1833;AV ALVAREZ THOMAS   ;1333;AV COLOMBIA         ;AV AVELLANEDA       ;9
1834;AV DE LAS CABALLERIZ;4909;AV CHICLANA         ;AV 9 DE JULIO       ;9
1835;AV CARLOS J FINLAY  ;2471;AV ADOLFO BERRO     ;AV ARGENTINA        ;12
1836;AV CRISOLOGO LARRALD;2472;AV DE LAS CABALLERIZ;AV ADOLFO BERRO     ;3
1837;AV 27 DE FEBRERO    ;550;AV CRISOLOGO LARRALD;AV DE LOS INMIGRANTE;6
1838;AV ASAMBLEA         ;996;AV DE LA RABIDA     ;AV DE LOS ITALIANOS ;13
1839;AV CNL ROCA         ;460;AV DE MAYO          ;AV COBO             ;5
1840;AV DE MAYO          ;1326;AV DE LA RABIDA     ;AV CARABOBO         ;11
1841;AV CNL ROCA         ;4851;AV BELGRANO         ;AV ALVEAR           ;3
1842;AV DERQUI           ;699;AV CASARES          ;AV COLOMBIA         ;7
1843;AV CHICLANA         ;2164;AV ALVAREZ JONTE    ;AV ASAMBLEA         ;6
1844;AV CABILDO          ;1617;AV DE LAS CABALLERIZ;AV CABILDO          ;7
1845;AV ARGENTINA        ;2948;AV DE LOS INMIGRANTE;AV DEL CAMPO        ;13
1846;AV COLOMBIA         ;4503;AV DE LOS CONSTITUYE;AV 9 DE JULIO       ;1
1847;AV 27 DE FEBRERO    ;3936;AV CNL ROCA         ;AV CARLOS J FINLAY  ;7
1848;AV ASAMBLEA         ;3871;AV ALMAFUERTE       ;AV AMANCIO ALCORTA  ;14
1849;AV CASEROS          ;3973;AV CNL CARDENAS     ;AV CNL CARDENAS     ;8
1850;AV BELISARIO ROLDAN ;4986;AV CASEROS          ;AV DIAZ VELEZ       ;10
